meal_description,carb,fat,energy,protein,country,serving_type
"This morning, I’m eating 266g of boiled groundnuts, 183g of pumpkin, 158g of sugarcane, and 338g of sweet potato, all fresh and ready.",176.4,59.2,1353.0,45.2,ZMB,metric
"This morning, I ate 25 grams of refined wheat bread, along with 15 grams of sugar and 66 grams of boiled sweet potato.",44.3,0.9,196.0,3.2,ZMB,metric
"For dinner, I had a mix of 19g boiled kapenta fish, 13g groundnut powder, and 98g maize flour, plus 10g onion, 21g rape leaves, and 32g tomato, all boiled.",81.89999999999999,14.3,519.0,19.200000000000003,ZMB,metric
"For lunch, I'm having 74 grams of raw white maize flour, 3 grams of boiled large onion, 24 grams of boiled ripe tomato, 40 grams of boiled medium fat beef, 74 grams of raw dried groundnuts, and 1047 grams of fresh ripe mango without skin.",249.7,48.7,1495.0,40.5,ZMB,metric
I’m having a 91-gram fresh yellow sweet potato without skin for breakfast.,26.3,0.1,112.0,2.1,ZMB,metric
"For lunch, I enjoyed 43g of maize flour along with 195g of boiled sweet potato that still had its skin on.",86.2,1.0,381.0,7.199999999999999,ZMB,metric
"For dinner, I'm having 100g of raw white maize flour, 46g of boiled beef lung, and 41g of boiled beef tripe.",76.9,13.9,512.0,21.4,ZMB,metric
"I ate a breakfast with 7 grams of fresh boiled onion, 65 grams of boiled tomato, 38 grams of ripe banana, and 156 grams of white rice.",56.5,0.5,252.0,4.800000000000001,ZMB,metric
"For lunch, I prepared 41g of boiled kapenta fish, 84g of raw maize flour, and 13g of boiled onion. I added 43g of boiled tomato, a 76g bun, along with 55g of fresh white sweet potato and 117g of boiled yellow sweet potato.",152.29999999999998,14.699999999999998,865.0,32.900000000000006,ZMB,metric
"For lunch, I had 72 grams of dried raw cowpeas, 182 grams of raw maize flour, 12 grams of boiled onion, 45 grams of boiled ripe tomato, and 368 grams of raw sorghum cane.",238.0,4.7,1126.0,32.9,ZMB,metric
I’m eating 133g of boiled groundnuts in the shell for dinner.,28.3,29.3,423.0,18.0,ZMB,metric
"I ate 81 grams of refined wheat bread, added 36 grams of sugar, and drank 404 grams of brewed tea for breakfast.",78.2,2.7,358.0,6.2,ZMB,metric
"This morning, I had 33 grams of raw brown sugar, 520 grams of boiled yellow sweet potato, and 5 grams of powdered tea.",174.70000000000002,0.5,737.0,11.9,ZMB,metric
"For dinner, I have 28g of raw groundnut powder, 142g of boiled white maize flour, 9g of boiled fresh onion, 74g of boiled ripe tomato, and 61g of boiled mature pumpkin.",120.4,19.500000000000004,701.0,18.2,ZMB,metric
"For dinner, I'm having 63 grams of raw white maize flour breakfast meal, with 1 gram of boiled onion, 10 grams of boiled ripe tomato, 41 grams of cooked beef sausage, and 52 grams of raw white sugar.",102.6,12.6,571.0,12.2,ZMB,metric
I had a simple snack of 38 grams of raw white maize flour and 99 grams of whole milk.,33.7,4.8,196.0,5.800000000000001,ZMB,metric
"I had a snack consisting of 130g of maize flour, a couple of boiled onions (14g and 2g), 51g of boiled pumpkin leaves, and 67g of boiled tomato. I also included 35g of smoked Nile perch and drank 337g of fresh sour milk.",120.5,18.3,755.0,31.2,ZMB,metric
"For dinner, I'm having 37 grams of boiled impwa with skin, 256 grams of boiled maize flour, a couple of boiled large onions weighing 7 grams and 2 grams, 28 grams of boiled rape leaves, and 40 grams of boiled ripe tomatoes.",204.2,10.4,959.0,19.3,ZMB,metric
"For my snack, I prepared 15g of raw cowpeas, 10g of raw maize flour, 2g of boiled onion, and 10g of boiled tomato.",11.3,0.3,54.0,1.3,ZMB,metric
"For a quick snack, I had 9g of groundnut powder, 28g of boiled maize flour, 3g of raw onion, and 23g of boiled tomato.",24.1,5.5,157.0,4.4,ZMB,metric
"For lunch, there's 19 grams of traditional boiled maize flour, 1 gram of large boiled onion, 4 grams of boiled pumpkin leaves, 4 grams of boiled ripe tomato, and 57 grams of a fresh banana.",28.5,0.6000000000000001,125.0,2.1,ZMB,metric
"For lunch, I had 23g of boiled dried kasepa fish, 92g of boiled white maize flour, 16g of boiled fresh onion, 33g of boiled fresh rape leaves, 54g of boiled ripe tomato, and 54g of raw sugarcane.",84.6,8.799999999999999,478.0,18.0,ZMB,metric
"For breakfast, I had an 84g bun, 35g of whole raw cow's milk, 44g of Provita, a sprinkle of 20g brown sugar, and 219g of brewed tea.",91.2,8.4,1071.0,15.4,ZMB,metric
"For lunch, I enjoyed 83 grams of roasted groundnuts, 37 grams of dried maize, and 297 grams of boiled pumpkin. I also had 89 grams of sugarcane and 234 grams of boiled yellow sweet potato.",134.7,43.7,998.0,30.800000000000004,ZMB,metric
"At lunch, I enjoyed 18 grams of raw groundnuts, 13 grams of roasted groundnuts, plus 148 grams of fresh boiled pumpkin and 66 grams of boiled yellow sweet potato.",30.6,15.6,283.0,10.1,ZMB,metric
"For lunch, I had 31 grams of raw boiled green cabbage, 23 grams of dried boiled kasepa fish, 147 grams of raw boiled maize flour, 15 grams of raw boiled large onion, 2 grams of raw boiled large onion, 65 grams of raw boiled ripe tomato, and 149 grams of fresh boiled groundnuts in their shells.",150.6,43.5,1114.0,41.0,ZMB,metric
"For lunch, I had 48g of boiled white navy beans and 13g of boiled kasepa fish. I also had 17g of boiled groundnut powder, 141g of boiled white maize flour, and 18g of boiled fresh onion. Additionally, I enjoyed 66g of boiled ripe tomatoes, 9g of boiled dried cowpea leaves, 50g of toasted groundnuts, and 130g of boiled yellow sweet potatoes with the skin.",193.8,42.4,1297.0,49.5,ZMB,metric
I’m having lunch with 92 grams of fritters and a 74-gram fresh orange.,55.400000000000006,21.200000000000003,427.0,5.5,ZMB,metric
"I’m having a snack with 178g of raw white maize flour, 3g of onion, 28g of tomato, and 54g of boiled smoked bream fish.",138.3,8.2,717.0,26.700000000000003,ZMB,metric
"I’ve got a breakfast plate with 46g of raw maize flour, along with 7g of boiled onion, 25g of boiled rape leaves, 23g of boiled tomato, and 26g of roasted groundnuts.",45.1,14.9,338.0,10.5,ZMB,metric
"I’m eating 17g of dried fish, 56g of maize flour, 5g of onion, 20g of boiled pumpkin leaves, and 37g of fresh tomato for lunch.",46.8,4.699999999999999,281.0,12.3,ZMB,metric
"I had a lunch that included 131g of unrefined maize flour, 10g of boiled onion, another 2g of boiled onion, 38g of boiled rape leaves, 55g of boiled tomato, and 27g of smoked bream fish.",107.8,6.099999999999999,541.0,17.9,ZMB,metric
"I'm eating breakfast today with 30g of boiled kasepa fish, 226g of unrefined maize flour, 9g of boiled onion, and 31g of boiled tomato.",175.8,15.2,936.0,28.500000000000004,ZMB,metric
"For lunch, I had 51g of boiled pinto beans along with 116g of maize flour, 25g of boiled onion, 61g of fresh rape leaves, and 87g of boiled tomato.",132.8,5.7,653.0,22.0,ZMB,metric
"I ate 191g of fresh boiled pumpkin and 113g of boiled yellow sweet potato for breakfast, along with 40g of raw sugarcane and a cup of 207g brewed tea.",45.4,0.3,191.0,3.9,ZMB,metric
"For my snack, I prepared 260 grams of maize flour, 16 grams of onion, 59 grams of pumpkin leaves, and 54 grams of tomato, all boiled.",210.9,5.0,1005.0,21.5,ZMB,metric
"Tonight's dinner consists of 18g of raw boiled green cabbage, 136g of raw boiled maize flour, 5g of onion, plus another 3g of onion. I also have 43g of boiled tomato and 50g of fried chicken breast.",111.2,8.8,635.0,24.7,ZMB,metric
"I’m enjoying 22g of boiled kasepa fish, 64g of raw maize flour, 31g of boiled okra leaves, 16g of boiled onion, and 52g of boiled tomato for dinner.",55.5,7.399999999999999,346.0,15.7,ZMB,metric
"I had breakfast consisting of 197 grams of fresh raw cucumber, 91 grams of mature boiled pumpkin, 224 grams of raw sorghum cane, and 133 grams of boiled white sweet potato.",71.4,0.7999999999999999,304.0,5.8,ZMB,metric
"For lunch, I prepared 14g of raw green cabbage, 15g of boiled impwa, and 72g of maize flour. I also have 15g of boiled onion, another 1g of onion, 56g of boiled tomato, and a hefty 234g of raw sorghum cane.",92.7,1.6,416.0,7.699999999999999,ZMB,metric
"I ate 32 grams of groundnut powder and 170 grams of maize flour. I also had 54 grams of nyandale leaves, 9 grams of onion, 31 grams of tomato, and a 242-gram bun for lunch.",269.9,27.3,1495.0,43.0,ZMB,metric
"I enjoyed a lunch that included 80g of white maize flour, 11g of raw honey, a 29g boiled egg, 10g of roasted groundnuts, 79g of boiled pumpkin, and 13g of boiled red tomato.",77.5,11.3,444.0,12.3,ZMB,metric
"For breakfast, I'm having 34 grams of raw groundnut powder, 27 grams of unrefined white maize flour, and 33 grams of raw brown sugar. I also have 34 grams of boiled groundnuts, 27 grams of roller meal maize flour, and a bit of sugarcane (0 grams), though I didn't measure any of that.",59.3,17.8,418.0,10.7,ZMB,metric
"For my snack, I have 20g of boiled cowpeas, 62g of raw maize flour, and 3g of raw onion. I also included 13g of boiled rape leaves, 12g of boiled ripe tomato, and 41g of fresh whole milk. There's also 16g of brown sugar, 66g of boiled orange sweet potato, and a bit of tea powder at 1g.",99.2,3.0000000000000004,471.0,12.6,ZMB,metric
"For breakfast, I had 40g of boiled fresh kasepa fish, along with 109g of boiled white maize flour, 12g of boiled fresh onion, and 20g of boiled ripe tomato. I also included a boiled chicken egg weighing 45g and 214g of fritters.",194.9,58.8,1422.0,32.6,ZMB,metric
"For a snack, I had 49 grams of raw maize flour, along with 4 grams of boiled onion and 1 gram of another boiled onion. I also included 13 grams of boiled rape leaves, 21 grams of boiled ripe tomato, and 19 grams of fresh ripe banana. To top it off, I drank 218 grams of boiled whole cow's milk. Additionally, I enjoyed 33 grams of boiled beef.",67.6,24.200000000000003,599.0,27.9,ZMB,metric
"For lunch, I prepared 187 grams of white maize flour, 73 grams of boiled impwa with the skin on, and a side of 47 grams of vegetable stock.",152.50000000000003,7.8,714.0,13.9,ZMB,metric
Tonight's dinner includes 14 grams of fresh papaya.,1.4,0.0,5.0,0.1,ZMB,metric
"For lunch, I prepared 4g of groundnut powder, 91g of maize flour, 44g of mushrooms, 5g of onion, 23g of tomato, 68g of impwa, and 103g of kasangole.",94.9,5.699999999999999,458.0,10.499999999999998,ZMB,metric
"I prepared a snack with 50 grams of boiled navy beans, 11 grams of groundnut powder that I boiled, and 104 grams of maize flour. I included 12 grams of boiled onion, 18 grams of boiled rape leaves, 41 grams of boiled tomato, and 2 grams of boiled chicken liver.",116.5,10.3,629.0,23.3,ZMB,metric
"I started my day with a 28g dinner roll, 20g of raw groundnuts, and 44g of whole fresh milk. I also had 38g of boiled pumpkin and added 17g of brown sugar and 81g of raw sugarcane. To top it off, I used 1g of tea powder and 6g of blueband vegetable fat.",49.900000000000006,17.400000000000002,384.0,10.7,ZMB,metric
"For breakfast, I prepared 27 grams of groundnut powder and 43 grams of maize samp that I boiled. I added 27 grams of raw brown sugar and had a cup of 276 grams of brewed tea with 115 grams of ripe tomato.",68.5,15.5,438.0,12.0,ZMB,metric
"For my morning meal, I ate 513 grams of boiled pumpkin with the skin on, along with 311 grams of raw sugarcane.",65.5,0.8,271.0,5.5,ZMB,metric
"For lunch today, I have 134g of white maize flour that was boiled, 8g of boiled onion, 29g of boiled rape leaves, and 27g of boiled ripe tomato. I’m also including 66g of raw groundnuts and 147g of fresh mango.",143.3,38.4,977.0,28.2,ZMB,metric
"For a quick snack, I had 104g of maize flour, 8g of boiled onion, 30g of boiled pumpkin leaves, and 28g of fresh boiled tomato, plus 7g of grasshoppers and 12g of roasted rat.",82.9,5.999999999999998,430.0,14.2,ZMB,metric
"For my lunch, I ate 83g of maize flour, 2g of raw boiled onion, and 13g of boiled tomato. I added 43g of boiled chicken thigh, 59g of roasted groundnuts, and 85g of ripe mango.",91.7,39.1,803.0,30.2,ZMB,metric
"I had a breakfast of 599g of ripe banana, 246g of boiled groundnuts, 172g of sugarcane, and 66g of boiled yellow sweet potato.",229.0,56.2,1483.0,42.2,ZMB,metric
"For dinner, I prepared 221g of maize flour along with 66g of okra leaves, 18g of a large onion, 61g of tomato, and 51g of roasted termites.",183.0,33.0,1157.0,38.3,ZMB,metric
"I ate 45 grams of unrefined white maize flour, along with a boiled egg that weighed 29 grams and 16 grams of boiled smoked Nile perch for lunch.",34.9,5.1000000000000005,226.0,10.8,ZMB,metric
"For dinner, I have 229g of white maize flour, 21g of boiled onion, 78g of boiled rape leaves, 71g of boiled tomato, 18g of boiled dried fish, and 60g of roasted ants.",197.6,34.4,1316.0,52.400000000000006,ZMB,metric
"For a snack, I'm having 61g of raw maize flour breakfast meal, along with 20g of boiled fresh okra leaves, 5g of boiled onion, and 18g of boiled ripe tomato. I also have 78g of ripe banana and 133g of boiled groundnuts.",97.4,30.7,734.0,24.6,ZMB,metric
"I’m having 27 grams of kapenta fish that’s been boiled, along with 8 grams of boiled onion and 28 grams of boiled tomato for lunch.",1.8,5.699999999999999,107.0,11.7,ZMB,metric
"For lunch, I've got 28 grams of raw groundnut powder, 147 grams of maize flour, and some veggies: 8 grams of boiled onion, 26 grams of boiled tomato, 46 grams of boiled pumpkin leaves, plus a large 607-gram mango.",226.9,18.500000000000004,1113.0,22.6,ZMB,metric
"For breakfast, I'm having 13g of raw groundnut powder and 10g of raw white maize flour.",10.0,6.6000000000000005,111.0,4.1,ZMB,metric
"For lunch, I prepared 14g of groundnut powder, 42g of maize flour, 23g of nyandale leaves, 4g of onion, and 13g of tomato, all boiled.",37.89999999999999,8.7,249.0,8.1,ZMB,metric
"This morning, my meal included 202g of boiled pumpkin, 66g of boiled white sweet potato, and 113g of boiled yellow sweet potato.",56.7,0.4,240.0,5.1,ZMB,metric
"For a snack, I had 0.1g of white wine, 150g of a peeled fresh apple, 45g of white pastry flour bread, 8.6g of butter, and 22.5 35% fluid cream. I also enjoyed 20.25g of raw lettuce, 0.2g of raw parsley, 73.1g of meat filled tortellini pasta, 10.3g of cooked ham, 73.2g of raw veal, 16.3g of olive oil, 160g of Fabia bottled water, and 5.4g of 9% protein wheat flour.",91.88,39.16,828.0,31.99,ITA,metric
"At lunch, I had some sweet Melba toast weighing 16g with 8g of sugar. I also had 150g of brewed tea, 80g of Levissima water, and 125g of whole milk yogurt with fruit.",37.28,4.46,206.0,5.46,ITA,metric
"For a snack, I'm having 30 grams of salted wheat crackers and 150 grams of commercially prepared orange juice.",39.33,3.15,192.0,3.72,ITA,metric
"For a snack, I had 8g of Savoiardi biscuits with 37.5g of homemade espresso and 112.5g of skim milk, plus 8g of sugar.",20.12,0.96,104.0,5.15,ITA,metric
"For a snack, I'm having 160.4g of red table wine along with 62.5g of raw beef. I also have 90g of traditional Italian white bread and some raw carrots (21.9g) and celery (21.9g). I’ve brewed some espresso (60g) without sugar to go with my meal, plus I have some raw onion (31g) and rich canned tomato (125g). To round it all off, I'm drizzling a bit of extra-virgin olive oil (8.3g) and having a glass of tap water (160g) on the side. Additionally, I’m enjoying some pasta (87.4g) and fresh raw pork sausage (93.8g) as part of my spread.",129.59,42.75,1179.0,46.79999999999999,ITA,metric
"For a snack, I have 100g of raw lean beef, 10g of hard Parmesan cheese, and 25g of raw lettuce. I also added 1.2g of meat extract, 43.2g of dry pasta, 13.5g of extra-virgin olive oil, 6.0g of vinegar, and a splash of vinegar. To wash it down, I’ve got 320g of bottled water from San Benedetto and 285g of tap water.",34.76,20.1,433.0,30.48,ITA,metric
"For a snack, I had 330g of a cola drink along with 17g of butter, 8.7g of Gruyère cheese, 122.5g of mozzarella cheese, 8.7g of Parmesan cheese, 60g of espresso coffee from a restaurant, 30.2g of a raw chicken egg, 150g of whole cow's milk, 21.5g of fresh pineapple, 61.2g of sugar, 18.2g of red ripe tomato sauce, 186.1g of mixed seeds vegetable oil, 186.1g of white wheat flour, 7.7g of beer yeast tablets, and 32.2g of dark chocolate. I also had 0.0g of an alcoholic beverage, liqueur, 20-30 proof, and 12.9g of homemade espresso coffee, without sugar. Additionally, there were 67.5g of whole, raw, fresh chicken egg included.",237.37,80.45,1868.0,63.16,ITA,metric
